,stock,species,broodyear,recruits,spawners,r1,r2,r3,r4,r5,r6,r7,r8,r0.1,r0.2,r0.3,r0.4,r0.5,r1.1,r1.2,r1.3,r1.4,r1.5,r2.1,r2.2,r2.3,r2.4,r3.1,r3.2,r3.3,r3.4,r4.1,r4.2,r4.3,logRS,stock.id
115,Goodnews-Chinook,Chinook,1983,4128,6027,NA,0,15,495,1209,2136,264,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.378456346,214
116,Goodnews-Chinook,Chinook,1984,4969,3260,NA,0,16,681,1615,2386,271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421491417,214
117,Goodnews-Chinook,Chinook,1985,2221,2831,NA,0,0,242,899,971,109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242672461,214
118,Goodnews-Chinook,Chinook,1986,4763,2080,NA,0,14,1846,984,1712,207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828509828,214
119,Goodnews-Chinook,Chinook,1987,4000,2272,NA,0,26,578,1231,1561,604,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56563386,214
120,Goodnews-Chinook,Chinook,1988,4256,2712,NA,0,0,628,964,2614,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450643382,214
121,Goodnews-Chinook,Chinook,1989,6818,1915,NA,0,41,949,1781,3846,201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.269848551,214
122,Goodnews-Chinook,Chinook,1990,3256,3636,NA,0,17,427,1080,1722,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.110384728,214
123,Goodnews-Chinook,Chinook,1991,4250,1952,NA,0,65,1643,1100,1167,275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778064495,214
124,Goodnews-Chinook,Chinook,1992,3266,1905,NA,0,0,781,358,2034,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539083986,214
125,Goodnews-Chinook,Chinook,1993,8996,2349,NA,0,30,2114,4044,2743,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.342790328,214
126,Goodnews-Chinook,Chinook,1994,2698,3856,NA,0,24,786,606,1048,234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.357119619,214
127,Goodnews-Chinook,Chinook,1995,9084,4836,NA,0,142,1156,3073,4568,145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630426691,214
128,Goodnews-Chinook,Chinook,1996,3778,2931,NA,0,23,813,1278,1526,138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253851107,214
129,Goodnews-Chinook,Chinook,1997,2571,2937,NA,0,28,351,1021,1129,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.133093724,214
130,Goodnews-Chinook,Chinook,1998,3665,4584,NA,0,51,1309,1272,1024,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223743644,214
131,Goodnews-Chinook,Chinook,1999,3176,3221,NA,0,7,526,1251,1285,107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014069327,214
132,Goodnews-Chinook,Chinook,2000,8338,2500,NA,0,81,2886,3366,1853,152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.204532648,214
133,Goodnews-Chinook,Chinook,2001,4967,5351,NA,0,124,1084,1559,2019,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.074467423,214
134,Andrew Creek-Chinook,Chinook,1979,404,327,NA,NA,NA,74,186,133,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211454707,215
135,Andrew Creek-Chinook,Chinook,1980,465,282,NA,NA,NA,183,146,136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500130335,215
136,Andrew Creek-Chinook,Chinook,1981,607,536,NA,NA,NA,69,314,220,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12439463,215
137,Andrew Creek-Chinook,Chinook,1982,719,672,NA,NA,NA,49,102,550,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067603017,215
138,Andrew Creek-Chinook,Chinook,1983,473,366,NA,NA,NA,110,279,81,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256462055,215
139,Andrew Creek-Chinook,Chinook,1984,1348,389,NA,NA,NA,985,242,104,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.242797948,215
140,Andrew Creek-Chinook,Chinook,1997,674,586,NA,NA,NA,59,248,363,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139910321,215
141,Andrew Creek-Chinook,Chinook,1998,1338,974,NA,NA,NA,330,272,714,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317519937,215
142,Andrew Creek-Chinook,Chinook,1999,1707,1210,NA,NA,NA,578,504,545,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344117084,215
143,Andrew Creek-Chinook,Chinook,2000,1553,1380,NA,NA,NA,193,891,457,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118105045,215
144,Andrew Creek-Chinook,Chinook,2001,2179,2108,NA,NA,NA,56,917,1194,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033126425,215
145,Andrew Creek-Chinook,Chinook,2002,1874,1752,NA,NA,NA,161,475,1203,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067317191,215
146,Andrew Creek-Chinook,Chinook,2003,1344,1190,NA,NA,NA,203,648,450,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121696935,215
147,Andrew Creek-Chinook,Chinook,2004,3612,3068,NA,NA,NA,689,1540,1330,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163235752,215
148,Chickamin-Chinook,Chinook,1985,5273,4436,NA,NA,NA,1143,2906,1224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172846391,216
149,Chickamin-Chinook,Chinook,1986,9337,8097,NA,NA,NA,1204,5736,2397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142491379,216
150,Chickamin-Chinook,Chinook,1987,6216,4524,NA,NA,NA,1893,2778,1490,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317730055,216
151,Chickamin-Chinook,Chinook,1988,4313,3647,NA,NA,NA,539,2183,1547,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167728806,216
152,Chickamin-Chinook,Chinook,1989,4653,4334,NA,NA,NA,300,1663,2441,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07102127,216
153,Chickamin-Chinook,Chinook,1990,3121,2617,NA,NA,NA,688,593,1738,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17612484,216
154,Chickamin-Chinook,Chinook,1991,3333,2260,NA,NA,NA,784,2279,253,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388507986,216
155,Chickamin-Chinook,Chinook,1992,2019,1605,NA,NA,NA,555,905,551,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229478583,216
156,Chickamin-Chinook,Chinook,1993,2228,1805,NA,NA,NA,302,1242,665,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21054373,216
157,Chickamin-Chinook,Chinook,1994,2088,1800,NA,NA,NA,277,902,873,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148420005,216
158,Chickamin-Chinook,Chinook,1995,1966,2309,NA,NA,NA,274,416,1219,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160813509,216
159,Chickamin-Chinook,Chinook,1996,1779,1587,NA,NA,NA,214,992,527,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114205967,216
160,Chickamin-Chinook,Chinook,1997,1403,1262,NA,NA,NA,269,652,454,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105915037,216
161,Chickamin-Chinook,Chinook,1998,2348,1814,NA,NA,NA,534,1601,213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25802955,216
162,Chickamin-Chinook,Chinook,1999,2487,2283,NA,NA,NA,600,1094,779,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085586797,216
163,Chickamin-Chinook,Chinook,2000,4152,3717,NA,NA,NA,972,2146,1034,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110673255,216
164,Chickamin-Chinook,Chinook,2001,6080,5177,NA,NA,NA,1080,3778,1190,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160778958,216
165,Chickamin-Chinook,Chinook,2002,5609,5007,NA,NA,NA,1648,2214,1722,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113535517,216
166,Chickamin-Chinook,Chinook,2003,5092,4579,NA,NA,NA,555,3371,1145,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106190047,216
167,Chickamin-Chinook,Chinook,2004,4458,3275,NA,NA,NA,2077,969,1396,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308382366,216
175,King Salmon River-Chinook,Chinook,1982,409,389,NA,NA,NA,16,49,344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050135812,217
176,King Salmon River-Chinook,Chinook,1983,284,245,NA,NA,NA,39,64,142,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147716028,217
177,King Salmon River-Chinook,Chinook,1984,359,265,NA,NA,NA,94,47,200,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303592563,217
178,King Salmon River-Chinook,Chinook,1985,207,175,NA,NA,NA,32,97,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167932819,217
179,King Salmon River-Chinook,Chinook,1986,350,255,NA,NA,NA,95,51,204,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316669609,217
180,King Salmon River-Chinook,Chinook,1987,212,196,NA,NA,NA,16,78,110,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078471615,217
181,King Salmon River-Chinook,Chinook,1988,216,208,NA,NA,NA,14,21,174,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037740328,217
182,King Salmon River-Chinook,Chinook,1989,252,240,NA,NA,NA,14,67,156,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048790164,217
183,King Salmon River-Chinook,Chinook,1990,192,179,NA,NA,NA,12,87,87,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070109566,217
184,King Salmon River-Chinook,Chinook,1991,134,134,NA,NA,NA,0,10,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,217
185,King Salmon River-Chinook,Chinook,1992,124,99,NA,NA,NA,25,72,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225161715,217
186,King Salmon River-Chinook,Chinook,1999,344,300,NA,NA,NA,47,125,172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136859183,217
187,King Salmon River-Chinook,Chinook,2000,162,137,NA,NA,NA,36,65,57,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167615409,217
188,King Salmon River-Chinook,Chinook,2001,172,147,NA,NA,NA,51,56,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15706189,217
189,King Salmon River-Chinook,Chinook,2002,166,153,NA,NA,NA,14,96,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081549867,217
190,King Salmon River-Chinook,Chinook,2003,170,117,NA,NA,NA,62,34,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373624502,217
191,King Salmon River-Chinook,Chinook,2004,139,134,NA,NA,NA,10,111,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036634133,217
192,Stikine-Chinook,Chinook,1977,15054,11445,NA,NA,NA,869,8217,5814,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274090783,218
193,Stikine-Chinook,Chinook,1978,7620,6835,NA,NA,NA,1364,3909,2196,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1087199,218
194,Stikine-Chinook,Chinook,1979,34911,12610,NA,NA,NA,4296,14394,15908,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018311816,218
195,Stikine-Chinook,Chinook,1980,19922,30573,NA,NA,NA,1728,4063,13078,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.428292618,218
196,Stikine-Chinook,Chinook,1981,30589,36057,NA,NA,NA,1148,6408,22261,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164460552,218
197,Stikine-Chinook,Chinook,1982,52425,40488,NA,NA,NA,1798,6594,38133,5900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258377943,218
198,Stikine-Chinook,Chinook,1983,20912,6424,NA,NA,NA,1830,3949,13538,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18028218,218
199,Stikine-Chinook,Chinook,1984,38739,13995,NA,NA,NA,1174,10838,25748,979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018146722,218
200,Stikine-Chinook,Chinook,1985,20423,16037,NA,NA,NA,845,2286,17213,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241763164,218
201,Stikine-Chinook,Chinook,1986,48254,14889,NA,NA,NA,3175,11437,31968,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.175856041,218
202,Stikine-Chinook,Chinook,1987,73339,24632,NA,NA,NA,2854,8712,58592,3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.091046117,218
203,Stikine-Chinook,Chinook,1988,40754,37554,NA,NA,NA,812,6323,31269,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081774097,218
204,Stikine-Chinook,Chinook,1989,18554,24282,NA,NA,NA,848,4386,13185,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.269049936,218
205,Stikine-Chinook,Chinook,1990,16218,22619,NA,NA,NA,1223,5045,9783,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.332668525,218
206,Stikine-Chinook,Chinook,1991,60686,23206,NA,NA,NA,5101,26685,28208,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961302163,218
207,Stikine-Chinook,Chinook,1992,34311,34129,NA,NA,NA,1927,9116,22283,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00531854,218
208,Stikine-Chinook,Chinook,1993,24145,58962,NA,NA,NA,1329,7197,15075,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.892815849,218
209,Stikine-Chinook,Chinook,1994,27561,33094,NA,NA,NA,2437,11116,13801,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.182950267,218
210,Stikine-Chinook,Chinook,1995,42179,16784,NA,NA,NA,6670,18980,16061,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921496415,218
211,Stikine-Chinook,Chinook,1996,110134,28949,NA,NA,NA,14470,52738,42750,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.336162145,218
212,Stikine-Chinook,Chinook,1997,31254,26996,NA,NA,NA,772,14686,15663,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146458661,218
213,Unuk-Chinook,Chinook,1982,6753,6528,NA,NA,NA,225,1031,5497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033886233,219
214,Unuk-Chinook,Chinook,1984,9985,8876,NA,NA,NA,1041,6026,2918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117732962,219
215,Unuk-Chinook,Chinook,1985,8582,5721,NA,NA,NA,3103,4819,660,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405523371,219
216,Unuk-Chinook,Chinook,1986,17147,10273,NA,NA,NA,7132,5123,4800,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512304137,219
217,Unuk-Chinook,Chinook,1987,10900,9533,NA,NA,NA,2011,4578,4261,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134003326,219
218,Unuk-Chinook,Chinook,1988,9148,8437,NA,NA,NA,1293,3358,4433,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080908481,219
219,Unuk-Chinook,Chinook,1989,5682,5552,NA,NA,NA,337,2544,2721,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02314506,219
220,Unuk-Chinook,Chinook,1990,3887,2856,NA,NA,NA,1509,707,1526,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308215607,219
221,Unuk-Chinook,Chinook,1991,3789,3165,NA,NA,NA,786,2414,551,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179949076,219
222,Unuk-Chinook,Chinook,1992,5495,4233,NA,NA,NA,1319,1914,2232,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260927626,219
223,Unuk-Chinook,Chinook,1993,5705,5160,NA,NA,NA,568,2241,2797,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100406404,219
224,Unuk-Chinook,Chinook,1995,4973,3730,NA,NA,NA,1616,995,2362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287615046,219
225,Unuk-Chinook,Chinook,1996,6303,5639,NA,NA,NA,736,3061,2319,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111318966,219
226,Unuk-Chinook,Chinook,1997,3623,2970,NA,NA,NA,916,1240,1408,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198740459,219
227,Unuk-Chinook,Chinook,1998,5106,4132,NA,NA,NA,1269,2595,1207,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211654768,219
228,Unuk-Chinook,Chinook,1999,5942,3914,NA,NA,NA,2427,1918,1581,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417485908,219
229,Unuk-Chinook,Chinook,2000,8136,5872,NA,NA,NA,3140,3499,1447,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326103367,219
230,Unuk-Chinook,Chinook,2001,11227,10541,NA,NA,NA,946,6923,3337,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063049176,219
231,Unuk-Chinook,Chinook,2002,8626,6988,NA,NA,NA,2485,2887,3188,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210586506,219
232,Unuk-Chinook,Chinook,2003,6054,5546,NA,NA,NA,592,3942,1474,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087642263,219
233,Unuk-Chinook,Chinook,2004,6000,3963,NA,NA,NA,2936,1289,1756,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414758155,219
234,Alsek-Klukshu-Chinook,Chinook,1976,2005,1064,NA,NA,0,67,813,1125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63360867,220
235,Alsek-Klukshu-Chinook,Chinook,1977,2156,2698,NA,NA,0,276,1156,696,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.224256105,220
236,Alsek-Klukshu-Chinook,Chinook,1978,3303,2530,NA,NA,0,371,1941,991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266611844,220
237,Alsek-Klukshu-Chinook,Chinook,1979,1506,3104,NA,NA,29,77,739,661,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.723234473,220
